video_id,title,month,view_count,source_file,description,upload_date_raw
bPGmi13Jiik,Video said to show Palestinian detainees being paraded | AJ #shorts,2023-12,53807,AJ,"Video shared on social media appears to show blindfolded Palestinian detainees being paraded by Israeli soldiers in the occupied West Bank, to a soundtrack of an Israeli children’s song. 
The Israeli military has been contacted for comment.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-15T10:35:11Z
Yox8bqSxMCg,"Employees protest Google's Nimbus, citing Israeli surveillance concerns",2023-12,173836,TRT,"A group of protesters, including Google employees, gathered outside Google’s San Francisco offices to protest the company’s Nimbus project, a $1.2 billion deal with Israel set to provide the Israeli army and government with cloud services.

Critics argue that the project could facilitate increased AI-based surveillance on Palestinians.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-15T12:26:21Z
m-mp4N_8X5g,Al Jazeera’s Wael al Dahdouh injured in Israeli strike,2023-12,28257,TRT,"An Israeli airstrike injured Al Jazeera reporter Wael al Dahdouh while he was covering an Israeli attack in Gaza’s Khan Younis. The journalist had also lost several family members to an Israeli airstrike in southern Gaza on October 25.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-15T16:48:33Z
dX8m2gHSp5c,Pro-Palestine activists protest Zara store in Istanbul,2023-12,229921,TRT,"Pro-Palestine activists staged a protest in an Istanbul store of fashion brand Zara. The protest came following outrage over Zara’s recent ad campaign featuring human figures wrapped in white, which bore resemblance to images of dead civilians from Palestine’s Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-15T18:50:13Z
7y8ax09wlFw,Spokesperson: Israel accidentally killed three hostages in Gaza,2023-12,62716,TRT,"The Israeli military mistakenly shot and killed three hostages being held in Palestine’s Gaza by Hamas after troops mistook them for a threat, Israeli army spokesperson Daniel Hagari said.
#hostagedeal #hostages #israelpalestineconflict 

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-16T07:25:12Z
_NUU1ZG9XKM,Demonstration in Ramallah for Gaza and Jenin,2023-12,60016,TRT,"“We want an end to this genocide”

Palestinians in Ramallah call for an end to the Israeli aggression against Palestinians in Gaza and the occupied West Bank, as well as the Israeli occupation of all Palestinian territories.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-16T13:47:17Z
0PJ2UP0Ln6s,Pro-Palestine protesters disrupt LA City Council meeting,2023-12,748801,TRT,"Pro-Palestine demonstrators disrupted the Los Angeles City Council meeting on December 15 to protest the US’s unwavering support of Israeli aggression on Palestine’s Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-16T17:20:15Z
tB3hoyHtDCc,Israeli snipers target Palestinian journalist in Gaza,2023-12,25797,TRT,"Contact has been lost with Palestinian journalist Mohammed Balusha after Israeli snipers in Gaza inflicted a serious injury to his leg on December 16
#palestine #journalists #israelarmy  

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-17T07:56:20Z
PEIJD_3Ed5w,Palestinian envoy to UK: Targeting journalists is long-held Israeli policy,2023-12,231165,TRT,"“Israel’s biggest enemy is the truth.”

Palestinian Ambassador to the UK Husam Zomlot condemned Israel’s overt targeting of journalists in Palestine’s Gaza, stating that it reflects a “long-held Israeli policy”


Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-17T12:25:49Z
jlPzbv7_T9c,Turkish wushu champion dedicates win to Palestine,2023-12,480903,TRT,"Turkish athlete Necmettin Erbakan Akyuz showed solidarity with Palestine and performed the traditional folk dance 'dabke' while holding the Palestinian flag after winning the European Wushu Championship held in Istanbul, Türkiye.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-17T14:07:31Z
rGOnOamzFzg,Gaza’s Kamal Adwan Hospital comes under attack again | AJ #shorts,2023-12,68720,AJ,"Health officials have come under fire while holding a press conference outside Gaza's Kamal Adwan Hospital. Israeli forces are accused of using bulldozers to crush Palestinian patients in the hospital courtyard on Saturday. 


Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-17T14:24:12Z
cM0HunFTha4,Israeli soldiers open fire during a press statement by medical staff in Gaza,2023-12,83402,TRT,"Israeli soldiers opened fire during a press statement by medical staff in front of Kemal Advan Hospital in Beit Lahiya City in the north of Palestine's Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
Twitter: http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
Visit our website: http://trt.world",2023-12-18T09:15:14Z
dLLn5oLS_sE,"Pro-Palestinian protesters gather outside CNN HQ in Washington, DC",2023-12,120015,TRT,"“CNN, you can’t hide; you tell lies for genocide.”

Pro-Palestinian demonstrators gathered in front of CNN's headquarters in Washington DC, US, on December 17, criticising the network's coverage of Israel's war on Palestine's Gaza.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2023-12-18T10:34:15Z
Wl390GoHZdk,Woman in Gaza urges the world to empathise with the suffering of Palestinians,2023-12,59903,TRT,"“If it were us, we would have stood with them.”

A Palestinian woman calls on the world to stand with the people of Gaza, where more than 18,800 Palestinians have been killed by Israel since October 7.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2023-12-18T12:45:04Z
sum-hGYkkDI,Israel's PM Netanyahu 'proud' of preventing establishment of a Palestinian state,2023-12,100901,TRT,"“I am proud to have prevented the establishment of a Palestinian state.”

Israeli Prime Minister Benjamin Netanyahu stated, during a war cabinet briefing on December 16, that he took pride in his efforts to prevent the establishment of a Palestinian state.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2023-12-18T13:21:00Z
Ls8UjwPCp6M,Palestinian patients from Gaza transferred to Türkiye for treatment,2023-12,136420,TRT,"102 Palestinian patients from Gaza, accompanied by their companions, were transferred to Türkiye by military planes on December 18 to receive medical treatment in the capital Ankara.

Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2023-12-18T19:01:51Z
6Q7WyugkIF8,"Palestinians are wondering where to go next, as their ‘safe zone’ is being under Israeli fire",2023-12,46283,AJ,"Palestinians are wondering where to go next, as their ‘safe zone’ is being under Israeli fire",2023-12-19T18:39:08Z
wBV98Ia9gV4,Women and children among dead in Israeli attacks in south Gaza | #AJshorts,2023-12,23865,AJ,"Dozens of people including women, children and a journalist have been reported killed in Israeli attacks on residential homes in Rafah in south Gaza, where Israel told people to flee to in recent weeks. 

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-20T00:45:21Z
AgiY0g7TIjY,Pro-Palestine protesters confront Israel-linked cargo ship | AJ #shorts,2023-12,68838,AJ,"Pro-Palestinian protesters on kayaks tried to block an Israel-linked cargo ship at a port in the Australian city of Melbourne. The protesters said the ship had been chartered by an Israeli company.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Check our website:  https://www.aljazeera.com/
Check out our Instagram page: https://www.instagram.com/aljazeeraenglish/
Download AJE Mobile App: https://aje.io/AJEMobile

@AljazeeraEnglish
#Aljazeeraenglish
#News",2023-12-21T07:22:45Z
lB9af5k_zmM,Palestinians barred from Al Aqsa for 11th consecutive week,2023-12,63292,TRT,"Young Palestinian men were once again denied entry to the Al Aqsa mosque compound for Friday prayers in Occupied Jerusalem, making this the 11th week in a row since October 7.

Attendance has dropped drastically since Israel imposed severe restrictions on Palestinian access to Islam's third-holiest site. Israeli police forces also fired tear gas at worshippers who prayed in the streets of Jerusalem’s old city.


Subscribe: http://trt.world/subscribe
Livestream: http://trt.world/ytlive
Facebook: http://trt.world/facebook
X (Twitter): http://trt.world/twitter
Instagram: http://trt.world/instagram
Threads: http://threads.net/@trtworld
TikTok: http://tiktok.com/@trtworld
WhatsApp: trtworld.com/whatsapp
Telegram: https://t.me/trtworld
Visit our website: http://trt.world",2023-12-22T17:01:09Z
